2023-08-11 13:11:16 - root - INFO - ------------------------------------------------
2023-08-11 13:11:16 - root - INFO - Correction process
2023-08-11 13:11:16 - root - INFO - ------------------------------------------------
2023-08-11 13:11:16 - root - INFO -    data files
2023-08-11 13:11:16 - root - INFO -       data file: C:/Users/FTrevisan/Documents/GitHub/13C-Citrate CSIA (Umea)/20230711 3-NPH acids from in-house script_IsoCor.tsv
2023-08-11 13:11:16 - root - INFO -       derivatives database: C:\Users\FTrevisan\isocordb\Derivatives.dat
2023-08-11 13:11:16 - root - INFO -       metabolites database: C:\Users\FTrevisan\isocordb\Metabolites.dat
2023-08-11 13:11:16 - root - INFO -    correction parameters
2023-08-11 13:11:16 - root - INFO -       isotopic tracer: 13C
2023-08-11 13:11:16 - root - INFO -       correct natural abundance of the tracer element: 1
2023-08-11 13:11:16 - root - INFO -       isotopic purity of the tracer: [0.01, 0.99]
2023-08-11 13:11:16 - root - INFO - ('Oxalate', '2NPH') successfully constructed.
2023-08-11 13:11:16 - root - INFO - ('Itaconate', '2NPH') successfully constructed.
2023-08-11 13:11:16 - root - INFO - ------------------------------------------------
2023-08-11 13:11:16 - root - INFO - Correcting raw MS data...
2023-08-11 13:11:16 - root - INFO - ------------------------------------------------
2023-08-11 13:11:16 - root - INFO - 018_O1.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 019_O2.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 020_O3.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 021_O4.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 022_O5.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 023_O6.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 024_O7.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 025_O8.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 026_O9.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 027_O10.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 029_O11.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 030_O12.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 031_O13.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 032_O14.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 033_O15.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 034_O17.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 035_O18.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 036_O19.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 037_O20.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 039_O21.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 040_O22.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 042_O24.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 043_O25.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 044_O26.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 045_O27.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 046_O28.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:16 - root - INFO - 047_O29.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 048_O30.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 050_O31.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 051_O32.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 052_O33.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 053_O34.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 054_O35.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 055_O36.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 056_O37.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 057_O38.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 058_O39.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 061_O41.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 062_O42.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 063_O43.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 064_O44.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 065_O45.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 066_O46.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 067_O47.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 068_O48.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 069_O49.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 070_O50.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 072_O51.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 073_O52.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 074_O53.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 075_O54.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 076_O55.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 077_O56.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 078_O57.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 079_O58.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 080_O59.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 081_O60.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 083_O61.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 084_O62.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 085_O63.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 086_O64.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 087_O65.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 088_O66.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 089_O67.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 090_O68.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 091_O69.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 092_O70.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 094_O71.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 095_O72.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 096_O73.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 097_O74.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 098_O75.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 099_O76.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 100_O77.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 101_O78.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 102_O79.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 103_O80.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 105_O81.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 106_O82.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 107_O83.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 108_O84.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 109_O85.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 110_O86.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 111_O87.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 112_O88.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 113_O89.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 114_O90.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 116_O91.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 117_O92.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 118_O93.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 119_O94.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 120_O95.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 121_O96.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 122_O97.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 123_O98.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 124_O99.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 125_O100.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 127_O101.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 128_O102.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:17 - root - INFO - 129_O103.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 130_O104.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 131_O105.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 132_O106.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 133_O107.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 134_O108.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 135_O109.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 137_O110.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 138_O111.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 139_O112.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 140_O113.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 141_O114.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 142_O115.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 143_O116.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 144_O117.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 145_O118.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 147_O119.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:18 - root - INFO - 148_O120.cdf - ('Lactate', 'NPH'): processed
2023-08-11 13:11:19 - root - INFO - 018_O1.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 019_O2.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 020_O3.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 021_O4.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 022_O5.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 023_O6.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 024_O7.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 025_O8.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 026_O9.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 027_O10.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 029_O11.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 030_O12.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 031_O13.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 032_O14.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 033_O15.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 034_O17.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 035_O18.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 036_O19.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 037_O20.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 039_O21.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 040_O22.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 042_O24.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 043_O25.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 044_O26.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 045_O27.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 046_O28.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 047_O29.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 048_O30.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 050_O31.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:19 - root - INFO - 051_O32.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 052_O33.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 053_O34.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 054_O35.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 055_O36.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 056_O37.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 057_O38.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 058_O39.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 061_O41.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 062_O42.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 063_O43.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 064_O44.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 065_O45.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 066_O46.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 067_O47.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 068_O48.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 069_O49.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 070_O50.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 072_O51.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 073_O52.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 074_O53.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 075_O54.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 076_O55.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 077_O56.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 078_O57.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 079_O58.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 080_O59.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 081_O60.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 083_O61.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 084_O62.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 085_O63.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 086_O64.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 087_O65.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 088_O66.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 089_O67.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 090_O68.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 091_O69.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 092_O70.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 094_O71.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 095_O72.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 096_O73.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 097_O74.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 098_O75.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 099_O76.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 100_O77.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 101_O78.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 102_O79.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 103_O80.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 105_O81.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 106_O82.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 107_O83.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 108_O84.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 109_O85.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 110_O86.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 111_O87.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 112_O88.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 113_O89.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 114_O90.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 116_O91.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 117_O92.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 118_O93.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 119_O94.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:20 - root - INFO - 120_O95.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 121_O96.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 122_O97.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 123_O98.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 124_O99.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 125_O100.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 127_O101.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 128_O102.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 129_O103.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 130_O104.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 131_O105.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 132_O106.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 133_O107.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 134_O108.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 135_O109.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 137_O110.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 138_O111.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 139_O112.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 140_O113.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 141_O114.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 142_O115.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 143_O116.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 144_O117.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 145_O118.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 147_O119.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:21 - root - INFO - 148_O120.cdf - ('Pyruvate', '2NPH'): processed
2023-08-11 13:11:23 - root - INFO - 018_O1.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:23 - root - INFO - 019_O2.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:23 - root - INFO - 020_O3.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:23 - root - INFO - 021_O4.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:23 - root - INFO - 022_O5.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:23 - root - INFO - 023_O6.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:23 - root - INFO - 024_O7.cdf - ('Fumarate', '2NPH'): processed
2023-08-11 13:11:23 - root - INFO - 025_O8.cdf - ('Fumarate', '2NPH'): processed
