sample	metabolite	derivative	isotopologue	isotopic_inchi	area	corrected_area	isotopologue_fraction	residuum	mean_enrichment
030_O12.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
030_O12.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
030_O12.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
031_O13.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
031_O13.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
031_O13.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
031_O13.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
032_O14.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
032_O14.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
032_O14.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
032_O14.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
033_O15.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
033_O15.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
033_O15.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
033_O15.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
034_O17.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
034_O17.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
034_O17.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
034_O17.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
035_O18.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
035_O18.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
035_O18.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
035_O18.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
036_O19.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
036_O19.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
036_O19.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
036_O19.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
037_O20.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
037_O20.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
037_O20.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
037_O20.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
039_O21.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
039_O21.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
039_O21.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
039_O21.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
040_O22.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
040_O22.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
040_O22.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
040_O22.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
042_O24.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
042_O24.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
042_O24.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
042_O24.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
043_O25.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
043_O25.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
043_O25.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
043_O25.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
044_O26.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
044_O26.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
044_O26.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
044_O26.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
045_O27.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
045_O27.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
045_O27.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
045_O27.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
046_O28.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
046_O28.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
046_O28.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
046_O28.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
047_O29.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
047_O29.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
047_O29.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
047_O29.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
048_O30.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
048_O30.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
048_O30.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
048_O30.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
050_O31.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
050_O31.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
050_O31.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
050_O31.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
051_O32.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
051_O32.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
051_O32.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
051_O32.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
052_O33.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
052_O33.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
052_O33.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
052_O33.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
053_O34.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
053_O34.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
053_O34.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
053_O34.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
054_O35.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
054_O35.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
054_O35.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
054_O35.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
055_O36.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
055_O36.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
055_O36.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
055_O36.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
056_O37.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
056_O37.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
056_O37.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
056_O37.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
057_O38.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
057_O38.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
057_O38.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
057_O38.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
058_O39.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
058_O39.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
058_O39.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
058_O39.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
061_O41.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
061_O41.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
061_O41.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
061_O41.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
062_O42.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
062_O42.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
062_O42.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
062_O42.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
063_O43.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
063_O43.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
063_O43.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
063_O43.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
064_O44.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
064_O44.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
064_O44.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
064_O44.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
065_O45.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
065_O45.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
065_O45.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
065_O45.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
066_O46.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
066_O46.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
066_O46.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
066_O46.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
067_O47.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
067_O47.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
067_O47.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
067_O47.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
068_O48.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
068_O48.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
068_O48.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
068_O48.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
069_O49.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
069_O49.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
069_O49.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
069_O49.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
070_O50.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
070_O50.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
070_O50.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
070_O50.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
072_O51.cdf	Lactate	NPH	0	/a(C3+0)	1836591.70664839	2064339.1136877355	1.0	0.0015748347646091663	0.0
072_O51.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	175679.924605894	0.0	0.0	-0.013686142012792132	0.0
072_O51.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	17156.3262508567	0.0	0.0	-0.004004049975874709	0.0
072_O51.cdf	Lactate	NPH	3	/a(C3+1)	479.259766963674	0.0	0.0	-0.0007358137743894305	0.0
073_O52.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
073_O52.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
073_O52.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
073_O52.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
074_O53.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
074_O53.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
074_O53.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
074_O53.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
075_O54.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
075_O54.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
075_O54.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
075_O54.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
076_O55.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
076_O55.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
076_O55.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
076_O55.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
077_O56.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
077_O56.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
077_O56.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
077_O56.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
078_O57.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
078_O57.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
078_O57.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
078_O57.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
079_O58.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
079_O58.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
079_O58.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
079_O58.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
080_O59.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
080_O59.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
080_O59.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
080_O59.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
081_O60.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
081_O60.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
081_O60.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
081_O60.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
083_O61.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
083_O61.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
083_O61.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
083_O61.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
084_O62.cdf	Lactate	NPH	0	/a(C3+0)	1763977.24264706	1983254.7868680567	1.0	0.0013291224429972908	0.0
084_O62.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	173237.696078431	0.0	0.0	-0.011384929684115159	0.0
084_O62.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	15104.074754902	0.0	0.0	-0.004704586911890665	0.0
084_O62.cdf	Lactate	NPH	3	/a(C3+1)	450.667892156863	0.0	0.0	-0.0007398379385209458	0.0
085_O63.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
085_O63.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
085_O63.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
085_O63.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
086_O64.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
086_O64.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
086_O64.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
086_O64.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
087_O65.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
087_O65.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
087_O65.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
087_O65.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
088_O66.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
088_O66.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
088_O66.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
088_O66.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
089_O67.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
089_O67.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
089_O67.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
089_O67.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
090_O68.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
090_O68.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
090_O68.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
090_O68.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
091_O69.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
091_O69.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
091_O69.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
091_O69.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
092_O70.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
092_O70.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
092_O70.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
092_O70.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
094_O71.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
094_O71.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
094_O71.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
094_O71.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
095_O72.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
095_O72.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
095_O72.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
095_O72.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
096_O73.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
096_O73.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
096_O73.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
096_O73.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
097_O74.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
097_O74.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
097_O74.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
097_O74.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
098_O75.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
098_O75.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
098_O75.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
098_O75.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
099_O76.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
099_O76.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
099_O76.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
099_O76.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
100_O77.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
100_O77.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
100_O77.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
100_O77.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
101_O78.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
101_O78.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
101_O78.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
101_O78.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
102_O79.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
102_O79.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
102_O79.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
102_O79.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
103_O80.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
103_O80.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
103_O80.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
103_O80.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
105_O81.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
105_O81.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
105_O81.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
105_O81.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
106_O82.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
106_O82.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
106_O82.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
106_O82.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
107_O83.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
107_O83.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
107_O83.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
107_O83.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
108_O84.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
108_O84.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
108_O84.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
108_O84.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0			
109_O85.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0	0.0	-0.009155757209631403	0.33354785428748496
109_O85.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	121799.8482933	136884.63508388776	0.9993564371375449	0.0001359415396342463	0.33354785428748496
109_O85.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	12417.98988622	88.15059803189168	0.0006435628624550016	0.0010336039978695922	0.33354785428748496
109_O85.cdf	Lactate	NPH	3	/a(C3+1)	0.0	0.0	0.0	-0.011579273945348738	0.33354785428748496
110_O86.cdf	Lactate	NPH	0	/a(C3+0)	0.0	0.0			
110_O86.cdf	Lactate	NPH	1	/a(C1+1),(C2+0)	0.0	0.0			
110_O86.cdf	Lactate	NPH	2	/a(C2+1),(C1+0)	0.0	0.0			
